year,ProfitK,ProfitY,IY,RF,PE,growthpop,growthemp,growthGDP,priceinvt,PD,PEop,growthTFP,growthTFPADJ,ERP,KY,ystar,Drate,ik,LS,CS,PS,SP,ERPalt,SPMU,SPRISK,Spread2,gYN,ER,lev_net_mkt,kstar,vstar,cstar,xstar,logystar,logxstar,logcstar,EmpPop,logystar2,logxstar2,logcstar2,TobinQ
1970,13.845029,27.352089,15.65266,,15.1825,2.0273077,1.0142092,.18598263,-.70029145,27.761936,14.169226,-.71253252,2.6641932,-99.989998,1.9755892,-99.989998,4.6312017,7.8475761,-99.989998,-99.989998,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-.82822651,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,57.386562,-99.989998,-99.989998,-99.989998,-99
1971,14.170668,28.61261,16.190231,,16.865833,2.2580433,.86791569,3.239037,.60617232,33.334805,14.93549,2.5765207,3.0141158,-99.989998,2.0191433,-99.989998,4.5746355,7.9333363,-99.989998,-99.989998,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,2.3711214,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,56.594334,-99.989998,-99.989998,-99.989998,-99
1972,14.231391,28.85331,17.121414,,17.768333,2.7497401,3.4441109,5.1261029,.43237847,37.041138,15.346313,3.0432208,1.3902905,-99.989998,2.0274413,-99.989998,4.5309067,8.3792849,-99.989998,-99.989998,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,1.6819921,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,56.988674,-99.989998,-99.989998,-99.989998,-99
1973,13.87496,28.680496,17.609093,,16.147499,2.0408931,3.4888732,5.4916468,-.50060213,32.448776,14.6085,2.6739297,1.252128,-99.989998,2.0670688,-99.989998,4.4630737,8.4679613,-99.989998,-99.989998,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,2.0027735,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,57.819862,-99.989998,-99.989998,-99.989998,-99
1974,12.385594,27.796249,16.85866,,10.925834,2.0349391,2.0381386,-.54127091,-1.0730288,22.095922,12.231564,-3.8013442,-1.136433,-99.989998,2.2442403,-99.989998,4.4149027,7.4744797,-99.989998,-99.989998,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-2.5794096,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,57.821712,-99.989998,-99.989998,-99.989998,-99
1975,13.373233,30.046715,15.63891,,10.235833,1.999251,-1.1264875,-.2070559,3.5471382,23.793646,11.917471,.6677655,3.2176731,-99.989998,2.2467802,-99.989998,4.7231612,6.9262466,-99.989998,-99.989998,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,.91943157,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,56.042313,-99.989998,-99.989998,-99.989998,-99
1976,13.722391,30.532944,16.339275,,11.545,1.9378114,3.3480089,5.248837,.27915093,25.117519,12.513412,3.3144598,.11992805,-99.989998,2.2250454,-99.989998,4.7140388,7.2953653,-99.989998,-99.989998,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,1.9008281,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,56.838219,-99.989998,-99.989998,-99.989998,-99
1977,13.50749,30.725029,17.979633,,10.433333,1.8300486,3.6124463,4.5205717,.76310319,21.448099,12.007375,1.9410393,1.607018,-99.989998,2.2746661,-99.989998,4.6690884,7.8451662,-99.989998,-99.989998,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,.9081254,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,57.860386,-99.989998,-99.989998,-99.989998,-99
1978,13.213606,30.411072,19.246471,,9.3783331,1.7931957,4.2852921,5.3871865,1.0860515,19.656214,11.527132,1.3311014,.48880342,-99.989998,2.3014967,-99.989998,4.6579947,8.2923765,-99.989998,-99.989998,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,1.1018944,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.320438,-99.989998,-99.989998,-99.989998,-99
1979,12.279102,29.275795,19.856888,.82381833,8.9266663,1.8078667,2.852416,3.1174781,-.26190063,19.318899,11.32153,-.84354788,-.050012503,-99.989998,2.3841968,-99.989998,4.6408048,8.2758617,-99.989998,-99.989998,-99.989998,11.455284,-99.989998,-99.989998,-99.989998,-99.989998,.26506209,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.943317,-99.989998,-99.989998,-99.989998,-99
1980,11.476599,28.587265,18.772968,.28301176,8.8316669,1.7324523,.4826,-.25709614,-1.6077547,20.798786,11.278286,-2.0917249,.47885168,-99.989998,2.4909179,-99.989998,4.706841,7.4733396,-99.989998,-99.989998,-99.989998,11.193587,-99.989998,-99.989998,-99.989998,-99.989998,-.73969615,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.198776,-99.989998,-99.989998,-99.989998,-99
1981,12.290889,30.123215,18.752728,2.7867639,8.4641666,1.4113424,1.0978918,2.5056279,-.097202241,20.970167,11.110997,1.093994,.38924146,-99.989998,2.4508574,-99.989998,4.8588405,7.5840659,-99.989998,-99.989998,-99.989998,9.5041246,-99.989998,-99.989998,-99.989998,-99.989998,1.4077361,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.013508,-99.989998,-99.989998,-99.989998,-99
1982,12.145471,30.135208,17.821041,3.2175701,7.3466668,1.2507914,-.87073237,-1.8185629,-.12476826,18.49633,10.602304,-2.9428811,0,-99.989998,2.481189,-99.989998,5.0671358,7.0872407,-99.989998,-99.989998,-99.989998,8.9279003,-99.989998,-99.989998,-99.989998,-99.989998,-.9478305,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,57.774712,-99.989998,-99.989998,-99.989998,-99
1983,13.037289,30.849655,17.702257,1.8710692,9.6408329,1.1223253,1.2902546,4.4809451,-4.067451,24.751451,11.646624,1.9214219,-1.21738,-99.989998,2.3662632,-99.989998,5.1029191,7.3892312,-99.989998,-99.989998,-99.989998,11.16622,-99.989998,-99.989998,-99.989998,-99.989998,3.1906905,-99.989998,,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,57.871811,-99.989998,-99.989998,-99.989998,-99
1984,14.009351,31.615761,18.691797,2.6290085,9.4300003,1.2364256,4.0633259,6.987011,-3.0723855,22.931623,11.550651,3.3724868,1.1236632,-99.989998,2.2567613,-99.989998,5.0867548,8.2079477,-99.989998,-99.989998,-99.989998,11.380342,-99.989998,-99.989998,-99.989998,-99.989998,2.9236851,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.531136,-99.989998,-99.989998,-99.989998,-99
1985,13.947531,30.917938,18.617193,1.984429,10.690833,1.0281019,2.0280511,4.0855532,-2.3485975,25.548584,12.12459,.95542127,1.813457,-99.989998,2.216732,-99.989998,5.1609416,8.3423443,-99.989998,-99.989998,-99.989998,11.963101,-99.989998,-99.989998,-99.989998,-99.989998,2.057502,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,60.129402,-99.989998,-99.989998,-99.989998,-99
1986,13.129897,29.330109,18.398987,1.0244682,13.389167,1.3272958,2.2575645,3.403821,.1157134,29.623932,13.352889,1.1533235,1.607018,-99.989998,2.2338414,-99.989998,5.1954527,8.1191778,-99.989998,-99.989998,-99.989998,12.105429,-99.989998,-99.989998,-99.989998,-99.989998,1.1462564,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,60.691376,-99.989998,-99.989998,-99.989998,-99
1987,13.267795,29.630096,17.81595,1.0113209,16.015833,1.1922874,2.557112,3.4010949,-1.0586559,30.9391,14.548564,.68763041,-.030004501,-99.989998,2.2332344,-99.989998,5.2200537,7.9121628,-99.989998,-99.989998,-99.989998,12.256474,-99.989998,-99.989998,-99.989998,-99.989998,.84398293,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,61.525387,-99.989998,-99.989998,-99.989998,-99
1988,13.683173,30.142754,17.540676,1.3341026,14.44,1.0125339,2.2292924,4.0920687,-1.4416203,24.686829,11.476666,1.3804281,2.3423514,-99.989998,2.2029066,-99.989998,5.2707777,7.8940296,-99.989998,-99.989998,-99.989998,12.349071,-99.989998,-99.989998,-99.989998,-99.989998,1.8627763,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.278572,-99.989998,-99.989998,-99.989998,-99
1989,13.685737,29.600113,17.229155,2.3609693,16.613333,.95960742,2.0258167,3.6064289,-2.131355,28.15316,13.1,-.58168852,-.15011261,-99.989998,2.1628439,-99.989998,5.3254004,7.8831987,-99.989998,-99.989998,-99.989998,11.324767,-99.989998,-99.989998,-99.989998,-99.989998,1.5806122,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.946144,-99.989998,-99.989998,-99.989998,-99
1990,13.567255,29.058876,16.415958,2.1095884,16.4575,1.4757483,1.2440022,1.8688306,-2.6482246,27.424585,14.355833,.12991558,.30952048,-99.989998,2.141839,-99.989998,5.3930473,7.6103978,-99.989998,-99.989998,-99.989998,11.457666,-99.989998,-99.989998,-99.989998,-99.989998,.62482834,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.800438,-99.989998,-99.989998,-99.989998,-99
1991,13.702817,29.052483,15.340771,.75668573,17.920834,.92667657,-.91590118,-.10790081,-1.8150176,32.327278,18.834167,-.57163072,.70749134,-99.989998,2.1201832,-99.989998,5.5314293,7.1605277,-99.989998,-99.989998,-99.989998,12.946131,-99.989998,-99.989998,-99.989998,-99.989998,.80800039,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,61.653889,-99.989998,-99.989998,-99.989998,-99
1992,13.4515,28.071907,15.286106,-.30095914,19.634167,.98012364,.65650678,3.4614255,-2.8341315,35.999943,20.834999,3.2079895,2.166364,-99.989998,2.0868979,-99.989998,5.4676938,7.2255864,-99.989998,-99.989998,-99.989998,13.75246,-99.989998,-99.989998,-99.989998,-99.989998,2.8049188,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,61.454689,-99.989998,-99.989998,-99.989998,-99
1993,13.751038,28.710449,15.834135,-.31907913,20.749166,1.0485262,1.4833993,2.7155323,-1.4635551,38.992973,18.584167,-.85363311,-2.5728149,-99.989998,2.0878751,-99.989998,5.4455686,7.5370636,-99.989998,-99.989998,-99.989998,14.070117,-99.989998,-99.989998,-99.989998,-99.989998,1.232133,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,61.722519,-99.989998,-99.989998,-99.989998,-99
1994,14.42071,30.077248,16.367054,1.1158274,20.48,1.0095356,2.31178,3.9495084,-.55466408,38.287018,15.5625,.39920214,-.80321717,-99.989998,2.0856981,-99.989998,5.422761,7.7913532,-99.989998,-99.989998,-99.989998,13.304882,-99.989998,-99.989998,-99.989998,-99.989998,1.6377285,-99.989998,.5448429,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.531555,-99.989998,-99.989998,-99.989998,-99
1995,14.788145,30.865074,16.837049,1.7984535,22.720833,.89509434,1.4816689,2.6490037,-.63257796,41.878986,15.316667,.42907813,1.6365354,-99.989998,2.0871499,-99.989998,5.5345807,8.0356474,-99.989998,-99.989998,-99.989998,12.989692,-99.989998,-99.989998,-99.989998,-99.989998,1.1673348,-99.989998,.46237397,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.899426,-99.989998,-99.989998,-99.989998,-99
1996,15.105232,31.3563,17.357645,1.7914141,25.942499,1.0053328,1.4401776,3.7037337,-2.4950027,49.283382,17.101667,1.7250353,1.6857117,-99.989998,2.0758569,-99.989998,5.55476,8.3521299,-99.989998,-99.989998,-99.989998,13.313818,-99.989998,-99.989998,-99.989998,-99.989998,2.263556,-99.989998,.4142749,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,63.173538,-99.989998,-99.989998,-99.989998,-99
1997,15.284401,31.526573,17.775368,2.1026649,30.956667,1.2596235,2.2258041,4.3503819,-2.1324296,59.188644,20.325001,1.6758784,.73727542,-99.989998,2.0626633,-99.989998,5.5955281,8.5820704,-99.989998,-99.989998,-99.989998,13.181736,-99.989998,-99.989998,-99.989998,-99.989998,2.1245778,-99.989998,.35627505,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,63.786865,-99.989998,-99.989998,-99.989998,-99
1998,14.618241,30.261703,18.460079,1.9718701,36.006668,1.0220813,1.4584408,4.384366,-1.8826964,68.547188,24.5275,2.0880477,2.3716526,-99.989998,2.070133,-99.989998,5.6227746,8.866704,-99.989998,-99.989998,-99.989998,12.646371,-99.989998,-99.989998,-99.989998,-99.989998,2.9259253,-99.989998,.33492512,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,64.065811,-99.989998,-99.989998,-99.989998,-99
1999,14.230997,29.568474,18.962276,1.8618884,42.068333,1.2266493,1.5284653,4.6436567,-1.9661399,76.340782,27.605833,1.8723614,2.2446189,-99.989998,2.0777514,-99.989998,5.676105,9.0588799,-99.989998,-99.989998,-99.989998,12.369108,-99.989998,-99.989998,-99.989998,-99.989998,3.1151915,-99.989998,.3139697,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,64.259468,-99.989998,-99.989998,-99.989998,-99
2000,13.559713,28.300644,19.35078,2.6381793,41.700832,2.2953627,2.5147257,4.0446048,-1.7154905,89.555916,25.540001,1.6365354,2.1174235,-99.989998,2.0871122,-99.989998,5.7786584,9.1715469,-99.989998,-99.989998,-99.989998,10.921534,-99.989998,-99.989998,-99.989998,-99.989998,1.5298791,-99.989998,.36755082,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,64.400581,-99.989998,-99.989998,-99.989998,-99
2001,13.02345,27.912827,18.646166,.8710776,32.064167,1.1765069,.028240336,.99344963,-1.6304849,74.260696,26.4375,-.090040527,2.3716526,-99.989998,2.1432743,-99.989998,5.8109236,8.589179,-99.989998,-99.989998,-99.989998,12.152372,-99.989998,-99.989998,-99.989998,-99.989998,.96520931,-99.989998,.44943732,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,63.665321,-99.989998,-99.989998,-99.989998,-99
2002,13.530645,29.476326,17.468271,-.13765512,25.918333,1.1450554,-.3353205,1.7268101,-1.6057754,61.429253,23.407499,1.8429135,2.4107075,-99.989998,2.1784863,-99.989998,5.7419162,7.9274535,-99.989998,-99.989998,-99.989998,13.668301,-99.989998,-99.989998,-99.989998,-99.989998,2.0621307,-99.989998,.61817187,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.729778,-99.989998,-99.989998,-99.989998,-99
2003,13.858962,30.495232,17.568205,-.68405837,24.1075,1.6403494,.91050011,2.8205669,-1.9196322,55.512505,19.040001,2.1761491,1.6168581,-99.989998,2.200398,-99.989998,5.6412268,7.8793936,-99.989998,-99.989998,-99.989998,14.54302,-99.989998,-99.989998,-99.989998,-99.989998,1.9100668,-99.989998,.51095402,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.273613,-99.989998,-99.989998,-99.989998,-99
2004,14.075407,31.970192,18.153385,-.12553246,26.413334,.98484254,1.0907466,3.7288442,-.25813201,51.550774,18.010834,2.5472796,1.7053754,-99.989998,2.2713511,-99.989998,5.4405656,7.9133863,-99.989998,-99.989998,-99.989998,14.200939,-99.989998,-99.989998,-99.989998,-99.989998,2.6380975,-99.989998,.34122714,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.339596,-99.989998,-99.989998,-99.989998,-99
2005,14.255239,33.470497,19.001886,1.2560775,26.014166,1.2129704,1.7586037,3.4527235,.6680398,54.691151,16.512501,1.4297304,1.3607004,-99.989998,2.3479435,-99.989998,5.3425112,8.010663,-99.989998,-99.989998,-99.989998,12.999162,-99.989998,-99.989998,-99.989998,-99.989998,1.6941198,-99.989998,.38053659,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.680672,-99.989998,-99.989998,-99.989998,-99
2006,14.568479,34.715218,19.052307,1.9940243,25.978333,1.2012014,1.8925683,2.8153181,.16397019,52.733986,15.769167,1.1137744,-.3405793,-99.989998,2.3828993,-99.989998,5.3616776,7.8988299,-99.989998,-99.989998,-99.989998,12.574454,-99.989998,-99.989998,-99.989998,-99.989998,.92274976,-99.989998,.43834168,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,63.115528,-99.989998,-99.989998,-99.989998,-99
2007,14.440416,34.03933,18.261267,1.6901199,26.834167,1.3251572,1.1241183,1.8583225,-1.6471374,52.53521,16.790833,-.79313701,-.84354788,-99.989998,2.3572264,-99.989998,5.474309,7.6259894,-99.989998,-99.989998,-99.989998,12.750297,-99.989998,-99.989998,-99.989998,-99.989998,.73420417,-99.989998,.56917924,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.98877,-99.989998,-99.989998,-99.989998,-99
2008,14.322273,33.909294,17.038904,-.55826002,20.775833,.82507902,-.4645597,-.13640426,-2.7521899,42.14933,18.672501,-1.8367658,-.43092716,-99.989998,2.3675916,-99.989998,5.560101,7.0339527,-99.989998,-99.989998,-99.989998,14.880533,-99.989998,-99.989998,-99.989998,-99.989998,.32815546,-99.989998,.54859674,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.181656,-99.989998,-99.989998,-99.989998,-99
2009,14.470984,33.911652,14.398328,-1.299355,16.922501,.85735071,-3.8420177,-2.5697944,-1.3298912,39.901646,21.458334,-.48115569,3.1692448,-99.989998,2.3434241,-99.989998,5.6869631,5.9317956,-99.989998,-99.989998,-99.989998,15.770338,-99.989998,-99.989998,-99.989998,-99.989998,1.2722232,-99.989998,.37055871,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.32711,-99.989998,-99.989998,-99.989998,-99
2010,15.814762,36.229088,14.084751,-1.0866166,20.719166,.85651004,-.58554626,2.5319781,-3.6371942,46.440563,15.0575,2.8393075,-.3205131,-99.989998,2.2908399,-99.989998,5.6006055,5.9150662,-99.989998,-99.989998,-99.989998,16.901379,-99.989998,-99.989998,-99.989998,-99.989998,3.1175244,-99.989998,.32248753,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,58.477718,-99.989998,-99.989998,-99.989998,-99
2011,16.041067,36.306297,14.709894,-1.1563975,21.754999,.74905723,.57929128,1.5388589,-1.7785008,47.614883,13.923333,.54849303,-.5917474,-99.989998,2.2633343,-99.989998,5.6032019,6.2314339,-99.989998,-99.989998,-99.989998,17.197464,-99.989998,-99.989998,-99.989998,-99.989998,.95956761,-99.989998,.27175573,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,58.378529,-99.989998,-99.989998,-99.989998,-99
2012,16.390869,36.7183,15.746743,-.82583916,21.353333,1.5186954,1.8341774,2.2243462,-.88402194,39.524693,14.185833,1.222497,.99503309,-99.989998,2.2401679,-99.989998,5.6168008,6.7159081,-99.989998,-99.989998,-99.989998,17.216709,-99.989998,-99.989998,-99.989998,-99.989998,.39016879,-99.989998,.23147148,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,58.562992,-99.989998,-99.989998,-99.989998,-99
2013,16.172153,36.831299,16.213978,-.90392333,23.244167,.97963071,1.0237557,1.8255514,-.64635712,46.115002,16.219999,.11992805,.0099994997,-99.989998,2.2774518,-99.989998,5.5521259,6.7821527,-99.989998,-99.989998,-99.989998,17.076077,-99.989998,-99.989998,-99.989998,-99.989998,.80179572,-99.989998,.15935294,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,58.588837,-99.989998,-99.989998,-99.989998,-99
2014,15.993831,36.679737,16.861378,-.45262831,25.468334,.91861707,1.6373184,2.4220233,.15076719,47.874924,17.35,.99503309,.99503309,-99.989998,2.2933679,-99.989998,5.5525002,7.0055771,-99.989998,-99.989998,-99.989998,16.446459,-99.989998,-99.989998,-99.989998,-99.989998,.78470492,-99.989998,.15303802,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.011433,-99.989998,-99.989998,-99.989998,-99
2015,15.921944,35.943726,16.922714,-.055374999,26.215,1.1444801,1.7130015,2.8403759,.41145027,45.696323,19.368334,1.0346292,1.4395881,-99.989998,2.2574961,-99.989998,5.639679,7.1787019,-99.989998,-99.989998,-99.989998,15.977319,-99.989998,-99.989998,-99.989998,-99.989998,1.1273744,-99.989998,.17319575,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.347881,-99.989998,-99.989998,-99.989998,-99
2016,15.362485,35.256638,16.789793,.047993321,26.054167,1.0853606,1.7287332,1.5551348,-1.331576,43.802456,20.827499,-.58168852,-.090040527,-99.989998,2.2949827,-99.989998,5.568017,6.9979291,-99.989998,-99.989998,-99.989998,15.314491,-99.989998,-99.989998,-99.989998,-99.989998,-.17359841,-99.989998,.17435524,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.730942,-99.989998,-99.989998,-99.989998,-99
